question,answer,steps,n_hops,root,target,split
Every zhorpus is a rompus. Every wumpus is a yerpus. Every hilpus is a lempus. Every yumpus is a zhorpus. Every hilpus is a zhorpus. Every hilpus is a chorpus. Every grimpus is a yerpus. Every hilpus is a yumpus. Every kerpus is a brimpus. Every chorpus is a jelpus. Every jelpus is a terpus. Every yumpus is a rompus. Every hilpus is a terpus. Every yumpus is a chorpus. Every zhorpus is a chorpus. Sally is a hilpus. Every zhorpus is a felpus. Every wumpus is a impus. Every kerpus is a timpus. Sally is a yumpus. Every chorpus is a timpus. Every zhorpus is a timpus. Every hilpus is a jelpus. Every brimpus is a lempus. Every sterpus is a timpus. Sally is a zhorpus. Sally is a kerpus. Every yerpus is a impus. Every zhorpus is a kerpus. Every grimpus is a wumpus. Every jelpus is a sterpus. Polly is a grimpus. Every chorpus is a rompus. Is Polly a impus or lempus?,Polly is a impus.,"[""Polly is a grimpus."", ""Every grimpus is a yerpus."", ""Every yerpus is a impus.""]",3,0,17,train
Every felpus is a lorpus. Fae is a grimpus. Sam is a chorpus. Every quimpus is a rompus. Fae is a gerpus. Every brimpus is a bompus. Every rempus is a felpus. Every quimpus is a vumpus. Every felpus is a numpus. Every yumpus is a sterpus. Every numpus is a chorpus. Every rompus is a wumpus. Every wumpus is a felpus. Every yumpus is a gerpus. Every gerpus is a chorpus. Fae is a yumpus. Fae is a lorpus. Every rempus is a rorpus. Every numpus is a tumpus. Every grimpus is a lempus. Every felpus is a rorpus. Every quimpus is a rempus. Every brimpus is a gerpus. Every yumpus is a bompus. Every sterpus is a zhorpus. Every rempus is a storpus. Every numpus is a lorpus. Every numpus is a scrompus. Tom is a quimpus. Fae is a terpus. Every yumpus is a brimpus. Every brimpus is a grimpus. Every rompus is a rempus. Is Tom a tumpus or lempus?,Tom is a tumpus.,"[""Tom is a quimpus."", ""Every quimpus is a rempus."", ""Every rempus is a felpus."", ""Every felpus is a numpus."", ""Every numpus is a tumpus.""]",5,1,15,train
Every yimpus is a jelpus. Every brimpus is a jompus. Every hilpus is a vumpus. Bob is a gwompus. Every storpus is a brimpus. Every jelpus is a boompus. Oliver is a gwompus. Every scrompus is a brimpus. Every yerpus is a gorpus. Bob is a rempus. Every jelpus is a jompus. Every rempus is a sterpus. Oliver is a yimpus. Bob is a yerpus. Every wumpus is a hilpus. Every lorpus is a gorpus. Every boompus is a scrompus. Every yimpus is a storpus. Every brimpus is a lorpus. Every yimpus is a boompus. Every yumpus is a wumpus. Bob is a yumpus. Oliver is a boompus. Every rempus is a gorpus. Bob is a kerpus. Oliver is a storpus. Every vumpus is a kerpus. Every hilpus is a kerpus. Bob is a sterpus. Is Oliver a sterpus or jompus?,Oliver is a jompus.,"[""Oliver is a yimpus."", ""Every yimpus is a jelpus."", ""Every jelpus is a jompus.""]",3,0,18,train
Polly is a scrompus. Every storpus is a rempus. Every timpus is a gerpus. Every terpus is a yerpus. Every yerpus is a zumpus. Every timpus is a zhorpus. Every tumpus is a zhorpus. Every zhorpus is a gerpus. Rex is a numpus. Gabriel is a zhorpus. Every wumpus is a bompus. Gabriel is a numpus. Every wumpus is a rempus. Every zumpus is a vumpus. Carol is a zumpus. Every brimpus is a timpus. Every rorpus is a scrompus. Oliver is a storpus. Oliver is a terpus. Every yerpus is a jelpus. Every zumpus is a bompus. Every jelpus is a lempus. Every terpus is a vumpus. Every rempus is a vumpus. Every zumpus is a scrompus. Every wumpus is a lempus. Every zhorpus is a dumpus. Every numpus is a brimpus. Every rorpus is a tumpus. Every terpus is a jelpus. Gabriel is a brimpus. Every yerpus is a wumpus. Every brimpus is a rorpus. Every storpus is a lempus. Every rorpus is a zhorpus. Every terpus is a wumpus. Is Oliver a dumpus or bompus?,Oliver is a bompus.,"[""Oliver is a terpus."", ""Every terpus is a wumpus."", ""Every wumpus is a bompus.""]",3,1,20,train
Every gwompus is a shumpus. Every yimpus is a fompus. Carol is a quimpus. Every vumpus is a jompus. Every timpus is a gerpus. Carol is a jelpus. Every vumpus is a shumpus. Every timpus is a jompus. Every gwompus is a zhorpus. Every zumpus is a timpus. Every zumpus is a gwompus. Every vumpus is a terpus. Every wumpus is a quimpus. Every gwompus is a jompus. Every grimpus is a chorpus. Wren is a terpus. Every yimpus is a zumpus. Every bompus is a chorpus. Every fompus is a vumpus. Polly is a fompus. Polly is a yimpus. Every zhorpus is a brimpus. Every wumpus is a felpus. Every grimpus is a sterpus. Every zumpus is a numpus. Every grimpus is a bompus. Every zumpus is a gerpus. Carol is a chorpus. Every gwompus is a gerpus. Every timpus is a zhorpus. Every wumpus is a grimpus. Every timpus is a gwompus. Carol is a wumpus. Every numpus is a lorpus. Polly is a gerpus. Every wumpus is a storpus. Every numpus is a shumpus. Every yimpus is a jompus. Every fompus is a jelpus. Every felpus is a chorpus. Is Polly a storpus or brimpus?,Polly is a brimpus.,"[""Polly is a yimpus."", ""Every yimpus is a zumpus."", ""Every zumpus is a gwompus."", ""Every gwompus is a zhorpus."", ""Every zhorpus is a brimpus.""]",5,0,24,train
Every jompus is a impus. Oliver is a storpus. Every wumpus is a brimpus. Davis is a grimpus. Every gwompus is a zumpus. Wren is a terpus. Every jelpus is a fompus. Every impus is a hilpus. Every hilpus is a rorpus. Every brimpus is a zumpus. Every grimpus is a gorpus. Every gorpus is a jelpus. Tom is a jompus. Tom is a brimpus. Davis is a gorpus. Every grimpus is a timpus. Stella is a storpus. Tom is a hilpus. Every jompus is a gwompus. Every impus is a terpus. Every hilpus is a brimpus. Davis is a timpus. Tom is a gwompus. Every jompus is a wumpus. Every wumpus is a storpus. Every timpus is a storpus. Every terpus is a gerpus. Every gwompus is a kerpus. Every jompus is a terpus. Every jelpus is a storpus. Every grimpus is a fompus. Every jompus is a zumpus. Every jompus is a hilpus. Every kerpus is a gerpus. Every timpus is a gorpus. Is Tom a fompus or gerpus?,Tom is a gerpus.,"[""Tom is a gwompus."", ""Every gwompus is a kerpus."", ""Every kerpus is a gerpus.""]",3,1,13,train
Every rompus is a worpus. Every hilpus is a numpus. Every yerpus is a rompus. Every jompus is a impus. Every rompus is a grimpus. Every lorpus is a impus. Every yerpus is a yimpus. Every lempus is a impus. Every gwompus is a jompus. Every yimpus is a hilpus. Davis is a yerpus. Every jompus is a rorpus. Every lempus is a lorpus. Every hilpus is a sterpus. Every rorpus is a storpus. Every yimpus is a numpus. Every sterpus is a grimpus. Every yumpus is a boompus. Davis is a worpus. Davis is a rompus. Every numpus is a grimpus. Every impus is a tumpus. Every rompus is a zhorpus. Every jompus is a tumpus. Every lempus is a gwompus. Davis is a hilpus. Every grimpus is a zhorpus. Every yerpus is a sterpus. Wren is a lorpus. Every gwompus is a rorpus. Every boompus is a storpus. Every boompus is a scrompus. Every gwompus is a yumpus. Every lempus is a bompus. Every rompus is a yimpus. Every gwompus is a lorpus. Every yumpus is a impus. Every sterpus is a numpus. Every boompus is a quimpus. Every lorpus is a jompus. Every yumpus is a tumpus. Wren is a lempus. Every hilpus is a bompus. Every yerpus is a bompus. Every sterpus is a worpus. Is Wren a worpus or scrompus?,Wren is a scrompus.,"[""Wren is a lempus."", ""Every lempus is a gwompus."", ""Every gwompus is a yumpus."", ""Every yumpus is a boompus."", ""Every boompus is a scrompus.""]",5,0,21,train
Every yumpus is a fompus. Every storpus is a gwompus. Every yerpus is a terpus. Every rorpus is a dumpus. Every quimpus is a scrompus. Every terpus is a shumpus. Every yerpus is a felpus. Every yumpus is a bompus. Every terpus is a grimpus. Every rorpus is a yumpus. Every yerpus is a yimpus. Every yumpus is a dumpus. Every rorpus is a fompus. Tom is a vumpus. Every chorpus is a worpus. Every yimpus is a quimpus. Every yumpus is a storpus. Sam is a bompus. Every yimpus is a chorpus. Sam is a gwompus. Every bompus is a storpus. Every vumpus is a numpus. Every quimpus is a grimpus. Every grimpus is a numpus. Every terpus is a jompus. Tom is a yerpus. Sam is a yumpus. Every terpus is a hilpus. Every fompus is a bompus. Every dumpus is a gwompus. Sam is a fompus. Sam is a rorpus. Is Tom a scrompus or gwompus?,Tom is a scrompus.,"[""Tom is a yerpus."", ""Every yerpus is a yimpus."", ""Every yimpus is a quimpus."", ""Every quimpus is a scrompus.""]",4,1,17,train
Every felpus is a zumpus. Every gerpus is a rempus. Every gerpus is a bompus. Every yumpus is a jelpus. Every wumpus is a gorpus. Every felpus is a shumpus. Every scrompus is a felpus. Every zhorpus is a sterpus. Every gorpus is a chorpus. Oliver is a wumpus. Every felpus is a zhorpus. Every tumpus is a bompus. Every tumpus is a jelpus. Every boompus is a rempus. Every zhorpus is a zumpus. Every zumpus is a lorpus. Every bompus is a hilpus. Every wumpus is a gerpus. Every zhorpus is a shumpus. Every scrompus is a zumpus. Wren is a scrompus. Every scrompus is a storpus. Every shumpus is a lorpus. Every felpus is a storpus. Every scrompus is a zhorpus. Every bompus is a terpus. Every yumpus is a kerpus. Every felpus is a sterpus. Wren is a zhorpus. Every gorpus is a yumpus. Every boompus is a fompus. Every wumpus is a kerpus. Oliver is a gorpus. Wren is a terpus. Every gorpus is a storpus. Oliver is a boompus. Every kerpus is a rempus. Every wumpus is a tumpus. Oliver is a yumpus. Every fompus is a rempus. Every wumpus is a worpus. Every tumpus is a rempus. Is Oliver a hilpus or lorpus?,Oliver is a hilpus.,"[""Oliver is a wumpus."", ""Every wumpus is a tumpus."", ""Every tumpus is a bompus."", ""Every bompus is a hilpus.""]",4,1,18,train
Sam is a grimpus. Every numpus is a hilpus. Every boompus is a sterpus. Jack is a grimpus. Every dumpus is a gwompus. Jack is a scrompus. Bob is a vumpus. Every numpus is a boompus. Every scrompus is a numpus. Every wumpus is a shumpus. Every lorpus is a wumpus. Every chorpus is a kerpus. Every vumpus is a tumpus. Every tumpus is a wumpus. Every gorpus is a quimpus. Every yimpus is a boompus. Every vumpus is a hilpus. Every brimpus is a tumpus. Sam is a scrompus. Every lorpus is a gwompus. Every vumpus is a quimpus. Every gorpus is a numpus. Sam is a boompus. Sam is a numpus. Every brimpus is a vumpus. Sally is a chorpus. Every gorpus is a brimpus. Every quimpus is a dumpus. Sally is a yerpus. Every scrompus is a gorpus. Every chorpus is a yerpus. Sally is a grimpus. Every numpus is a dumpus. Every grimpus is a worpus. Sam is a gorpus. Every vumpus is a wumpus. Every yimpus is a lorpus. Every numpus is a yimpus. Is Sam a yerpus or shumpus?,Sam is a shumpus.,"[""Sam is a numpus."", ""Every numpus is a yimpus."", ""Every yimpus is a lorpus."", ""Every lorpus is a wumpus."", ""Every wumpus is a shumpus.""]",5,1,22,train
Every rorpus is a bompus. Every boompus is a zhorpus. Every scrompus is a rorpus. Sally is a gerpus. Every lorpus is a lempus. Every lorpus is a felpus. Every rorpus is a quimpus. Every lorpus is a jompus. Every gerpus is a felpus. Every worpus is a bompus. Every boompus is a gerpus. Every chorpus is a brimpus. Tom is a vumpus. Every boompus is a vumpus. Every rorpus is a chorpus. Every wumpus is a felpus. Every scrompus is a quimpus. Every fompus is a scrompus. Sally is a boompus. Every wumpus is a scrompus. Sam is a rempus. Tom is a wumpus. Every quimpus is a bompus. Tom is a worpus. Every wumpus is a jompus. Tom is a fompus. Every scrompus is a lorpus. Every wumpus is a fompus. Tom is a lorpus. Is Tom a zhorpus or brimpus?,Tom is a brimpus.,"[""Tom is a wumpus."", ""Every wumpus is a scrompus."", ""Every scrompus is a rorpus."", ""Every rorpus is a chorpus."", ""Every chorpus is a brimpus.""]",5,1,17,train
Wren is a chorpus. Every scrompus is a yimpus. Every shumpus is a wumpus. Every scrompus is a impus. Every bompus is a gerpus. Every gorpus is a brimpus. Wren is a yerpus. Every impus is a worpus. Every lempus is a yumpus. Every impus is a gorpus. Every yerpus is a quimpus. Every scrompus is a lempus. Every shumpus is a numpus. Every lempus is a kerpus. Wren is a bompus. Every yumpus is a jompus. Max is a scrompus. Every bompus is a shumpus. Every yerpus is a numpus. Every yerpus is a shumpus. Every yerpus is a wumpus. Max is a impus. Every worpus is a jompus. Every gorpus is a yimpus. Every chorpus is a jelpus. Wren is a quimpus. Every quimpus is a gerpus. Every yimpus is a brimpus. Every chorpus is a gerpus. Every bompus is a jelpus. Every jompus is a kerpus. Every gerpus is a numpus. Is Max a brimpus or wumpus?,Max is a brimpus.,"[""Max is a scrompus."", ""Every scrompus is a yimpus."", ""Every yimpus is a brimpus.""]",3,0,11,train
Every lempus is a zumpus. Every gorpus is a storpus. Every gwompus is a terpus. Every gorpus is a yumpus. Every impus is a bompus. Every numpus is a gorpus. Every jompus is a quimpus. Every numpus is a brimpus. Every zumpus is a bompus. Every kerpus is a zumpus. Every lempus is a bompus. Every lorpus is a worpus. Polly is a jompus. Every zumpus is a sterpus. Every gwompus is a numpus. Tom is a lempus. Every wumpus is a rompus. Every gwompus is a wumpus. Every gwompus is a gorpus. Every zumpus is a impus. Every gwompus is a jelpus. Every kerpus is a impus. Every scrompus is a lorpus. Every gorpus is a worpus. Every yumpus is a lorpus. Every zumpus is a chorpus. Every kerpus is a chorpus. Every numpus is a rompus. Every jelpus is a lorpus. Every jelpus is a chorpus. Every impus is a gerpus. Every gorpus is a timpus. Tom is a zumpus. Every brimpus is a chorpus. Every tumpus is a worpus. Every timpus is a scrompus. Every tumpus is a yumpus. Every yumpus is a quimpus. Polly is a timpus. Polly is a gwompus. Every wumpus is a storpus. Every lempus is a kerpus. Polly is a wumpus. Every terpus is a scrompus. Every jelpus is a yumpus. Every storpus is a tumpus. Every lempus is a sterpus. Every wumpus is a gorpus. Tom is a kerpus. Every rompus is a storpus. Every brimpus is a rompus. Is Tom a gerpus or worpus?,Tom is a gerpus.,"[""Tom is a zumpus."", ""Every zumpus is a impus."", ""Every impus is a gerpus.""]",3,0,17,train
Every rorpus is a lempus. Oliver is a boompus. Every shumpus is a worpus. Every jompus is a storpus. Oliver is a rorpus. Every yumpus is a brimpus. Every boompus is a yumpus. Every gerpus is a dumpus. Every lempus is a brimpus. Max is a zumpus. Every dumpus is a storpus. Every bompus is a fompus. Every brimpus is a sterpus. Every rorpus is a worpus. Every bompus is a yimpus. Every yumpus is a shumpus. Every zumpus is a gwompus. Every fompus is a kerpus. Every brimpus is a gerpus. Every shumpus is a dumpus. Every yimpus is a hilpus. Every kerpus is a rempus. Every yimpus is a chorpus. Every bompus is a kerpus. Every yimpus is a fompus. Max is a timpus. Every boompus is a lempus. Every yumpus is a lempus. Every rorpus is a sterpus. Every rorpus is a shumpus. Every yumpus is a jompus. Every boompus is a brimpus. Every rorpus is a brimpus. Every zumpus is a bompus. Oliver is a lempus. Every yimpus is a rempus. Every bompus is a hilpus. Every zumpus is a kerpus. Every jompus is a shumpus. Is Oliver a timpus or storpus?,Oliver is a storpus.,"[""Oliver is a rorpus."", ""Every rorpus is a shumpus."", ""Every shumpus is a dumpus."", ""Every dumpus is a storpus.""]",4,1,21,train
Every timpus is a felpus. Stella is a wumpus. Every tumpus is a shumpus. Every rorpus is a timpus. Every kerpus is a numpus. Stella is a rorpus. Every grimpus is a kerpus. Every rorpus is a storpus. Every numpus is a jompus. Every vumpus is a quimpus. Every rempus is a felpus. Every tumpus is a jelpus. Every rorpus is a rempus. Every felpus is a terpus. Every storpus is a rompus. Every timpus is a grimpus. Stella is a timpus. Every terpus is a jelpus. Every timpus is a rempus. Every grimpus is a lorpus. Every rempus is a yimpus. Every shumpus is a boompus. Every vumpus is a tumpus. Every quimpus is a tumpus. Every quimpus is a shumpus. Every numpus is a gerpus. Davis is a vumpus. Davis is a quimpus. Every kerpus is a jompus. Every quimpus is a impus. Is Stella a gerpus or impus?,Stella is a gerpus.,"[""Stella is a timpus."", ""Every timpus is a grimpus."", ""Every grimpus is a kerpus."", ""Every kerpus is a numpus."", ""Every numpus is a gerpus.""]",5,1,23,train
Every lorpus is a boompus. Every yerpus is a hilpus. Every rorpus is a gorpus. Every rempus is a quimpus. Every lorpus is a rompus. Every tumpus is a quimpus. Every scrompus is a rorpus. Every terpus is a rompus. Every jompus is a yerpus. Every rempus is a hilpus. Every scrompus is a yerpus. Every scrompus is a jompus. Every scrompus is a tumpus. Alex is a lorpus. Every yumpus is a yerpus. Every lorpus is a yimpus. Every rompus is a zumpus. Every zumpus is a boompus. Alex is a terpus. Sam is a rorpus. Every yerpus is a quimpus. Every lorpus is a terpus. Sam is a scrompus. Alex is a rorpus. Every rempus is a grimpus. Every grimpus is a yerpus. Every terpus is a boompus. Sam is a grimpus. Every jompus is a gwompus. Every yumpus is a rempus. Every scrompus is a worpus. Every scrompus is a gwompus. Every grimpus is a gorpus. Every scrompus is a yumpus. Is Sam a yimpus or quimpus?,Sam is a quimpus.,"[""Sam is a grimpus."", ""Every grimpus is a yerpus."", ""Every yerpus is a quimpus.""]",3,1,19,train
Every grimpus is a lempus. Every lorpus is a gwompus. Every rompus is a yerpus. Every rempus is a scrompus. Every tumpus is a bompus. Every numpus is a grimpus. Every sterpus is a boompus. Every lorpus is a numpus. Every numpus is a hilpus. Sam is a rempus. Every lorpus is a gorpus. Every zumpus is a numpus. Sam is a gwompus. Every sterpus is a yimpus. Every yerpus is a felpus. Every gwompus is a rompus. Every gwompus is a wumpus. Every gwompus is a rempus. Every yimpus is a rorpus. Every lempus is a yerpus. Every lempus is a scrompus. Every zumpus is a worpus. Every yimpus is a bompus. Every gwompus is a terpus. Every wumpus is a scrompus. Every rempus is a wumpus. Sam is a lorpus. Every lorpus is a scrompus. Bob is a sterpus. Every rompus is a worpus. Every tumpus is a yimpus. Every grimpus is a terpus. Every rompus is a jelpus. Every boompus is a rorpus. Sam is a zumpus. Every terpus is a lempus. Every lorpus is a rempus. Every sterpus is a tumpus. Every numpus is a rompus. Bob is a yimpus. Every rompus is a scrompus. Every numpus is a terpus. Is Sam a felpus or bompus?,Sam is a felpus.,"[""Sam is a gwompus."", ""Every gwompus is a rompus."", ""Every rompus is a yerpus."", ""Every yerpus is a felpus.""]",4,1,24,train
Every bompus is a timpus. Every lempus is a vumpus. Every vumpus is a yimpus. Every yumpus is a impus. Every felpus is a impus. Every quimpus is a lorpus. Every quimpus is a vumpus. Every bompus is a yumpus. Every bompus is a felpus. Alex is a yimpus. Every yumpus is a rempus. Fae is a yumpus. Every lorpus is a brimpus. Every gwompus is a timpus. Every boompus is a bompus. Every numpus is a gorpus. Every quimpus is a yimpus. Every bompus is a jompus. Fae is a boompus. Every boompus is a felpus. Fae is a bompus. Every kerpus is a jompus. Every felpus is a numpus. Every gorpus is a rempus. Every bompus is a impus. Every lempus is a quimpus. Every numpus is a rempus. Every felpus is a scrompus. Every boompus is a yumpus. Every yimpus is a kerpus. Alex is a brimpus. Alex is a vumpus. Every yimpus is a impus. Every felpus is a gwompus. Every felpus is a timpus. Every lorpus is a jompus. Alex is a lempus. Every vumpus is a jompus. Every quimpus is a zhorpus. Every lempus is a yimpus. Is Fae a zhorpus or scrompus?,Fae is a scrompus.,"[""Fae is a bompus."", ""Every bompus is a felpus."", ""Every felpus is a scrompus.""]",3,1,13,train
Every scrompus is a fompus. Every zumpus is a gerpus. Every yumpus is a tumpus. Every lempus is a scrompus. Every rompus is a fompus. Sam is a gwompus. Every gwompus is a yimpus. Every sterpus is a numpus. Every tumpus is a terpus. Sam is a zumpus. Every gwompus is a lempus. Wren is a hilpus. Every gerpus is a fompus. Every scrompus is a boompus. Every yimpus is a fompus. Every zumpus is a yimpus. Every worpus is a numpus. Every gwompus is a scrompus. Fae is a terpus. Every fompus is a bompus. Every yimpus is a rorpus. Fae is a sterpus. Every lempus is a worpus. Every yumpus is a terpus. Every lempus is a felpus. Every rorpus is a fompus. Every fompus is a wumpus. Every gerpus is a rompus. Every sterpus is a terpus. Every scrompus is a felpus. Every zumpus is a lempus. Sam is a gerpus. Every zumpus is a gwompus. Every gerpus is a rorpus. Fae is a yumpus. Sam is a yimpus. Every scrompus is a timpus. Is Sam a wumpus or terpus?,Sam is a wumpus.,"[""Sam is a gerpus."", ""Every gerpus is a fompus."", ""Every fompus is a wumpus.""]",3,1,18,train
Every vumpus is a sterpus. Every gerpus is a storpus. Every lorpus is a shumpus. Every rorpus is a quimpus. Every lorpus is a impus. Every wumpus is a gerpus. Every quimpus is a shumpus. Every lorpus is a wumpus. Every tumpus is a storpus. Every sterpus is a scrompus. Gabriel is a gorpus. Davis is a yerpus. Every yerpus is a sterpus. Every wumpus is a tumpus. Every wumpus is a brimpus. Every vumpus is a scrompus. Tom is a lorpus. Davis is a scrompus. Every lorpus is a quimpus. Every timpus is a rompus. Every wumpus is a storpus. Tom is a yimpus. Davis is a yimpus. Every yerpus is a zhorpus. Every impus is a timpus. Every impus is a gerpus. Every zhorpus is a zumpus. Every grimpus is a scrompus. Every quimpus is a rompus. Every lorpus is a rorpus. Every zumpus is a scrompus. Davis is a vumpus. Every zhorpus is a scrompus. Every vumpus is a grimpus. Every yerpus is a grimpus. Every gerpus is a timpus. Every rorpus is a wumpus. Every quimpus is a brimpus. Every yerpus is a vumpus. Every impus is a storpus. Oliver is a yimpus. Every grimpus is a sterpus. Is Tom a storpus or scrompus?,Tom is a storpus.,"[""Tom is a lorpus."", ""Every lorpus is a wumpus."", ""Every wumpus is a storpus.""]",3,1,15,train
Every gwompus is a numpus. Every sterpus is a timpus. Every felpus is a dumpus. Every numpus is a dumpus. Every gorpus is a chorpus. Every yerpus is a dumpus. Sally is a gwompus. Every chorpus is a impus. Every kerpus is a felpus. Every gorpus is a impus. Every quimpus is a sterpus. Carol is a chorpus. Every brimpus is a dumpus. Every felpus is a numpus. Every terpus is a timpus. Every timpus is a felpus. Every brimpus is a scrompus. Every terpus is a kerpus. Every kerpus is a brimpus. Every shumpus is a kerpus. Every timpus is a gerpus. Every sterpus is a yerpus. Polly is a scrompus. Every gerpus is a dumpus. Every quimpus is a zumpus. Every sterpus is a terpus. Every quimpus is a gwompus. Every kerpus is a dumpus. Every kerpus is a vumpus. Carol is a impus. Sally is a quimpus. Every gorpus is a scrompus. Every gerpus is a scrompus. Carol is a gorpus. Every yerpus is a zumpus. Every terpus is a shumpus. Carol is a vumpus. Is Sally a impus or dumpus?,Sally is a dumpus.,"[""Sally is a gwompus."", ""Every gwompus is a numpus."", ""Every numpus is a dumpus.""]",3,1,21,train
Every zhorpus is a rompus. Every timpus is a terpus. Every tumpus is a grimpus. Bob is a sterpus. Every timpus is a gerpus. Every timpus is a grimpus. Jack is a timpus. Every yumpus is a sterpus. Every yimpus is a bompus. Every fompus is a brimpus. Every gwompus is a brimpus. Every yimpus is a rompus. Every storpus is a brimpus. Every timpus is a scrompus. Jack is a tumpus. Every bompus is a sterpus. Every bompus is a zhorpus. Every terpus is a scrompus. Every rompus is a jompus. Every zhorpus is a lempus. Every grimpus is a brimpus. Every timpus is a fompus. Every tumpus is a gwompus. Every yumpus is a zhorpus. Every gerpus is a tumpus. Bob is a yimpus. Every gwompus is a grimpus. Every fompus is a grimpus. Bob is a quimpus. Every gerpus is a scrompus. Every gwompus is a storpus. Every terpus is a grimpus. Every lempus is a jompus. Every yimpus is a sterpus. Every gerpus is a terpus. Every terpus is a gwompus. Every gerpus is a brimpus. Every timpus is a boompus. Every rompus is a lempus. Every yumpus is a wumpus. Every bompus is a yumpus. Every scrompus is a tumpus. Every terpus is a gorpus. Every yumpus is a jompus. Bob is a bompus. Every zhorpus is a jompus. Every timpus is a gwompus. Every terpus is a quimpus. Is Jack a wumpus or gorpus?,Jack is a gorpus.,"[""Jack is a timpus."", ""Every timpus is a terpus."", ""Every terpus is a gorpus.""]",3,0,21,train
Every hilpus is a zumpus. Every worpus is a quimpus. Every gorpus is a scrompus. Every impus is a kerpus. Tom is a jelpus. Every zhorpus is a grimpus. Every gorpus is a vumpus. Tom is a wumpus. Every hilpus is a numpus. Tom is a yumpus. Tom is a zhorpus. Gabriel is a terpus. Every yumpus is a zumpus. Every terpus is a worpus. Every worpus is a vumpus. Gabriel is a kerpus. Gabriel is a yerpus. Every worpus is a felpus. Every hilpus is a yumpus. Every felpus is a scrompus. Davis is a felpus. Tom is a hilpus. Every zhorpus is a jelpus. Every yerpus is a vumpus. Every felpus is a impus. Every worpus is a gorpus. Is Gabriel a wumpus or scrompus?,Gabriel is a scrompus.,"[""Gabriel is a terpus."", ""Every terpus is a worpus."", ""Every worpus is a felpus."", ""Every felpus is a scrompus.""]",4,1,17,train
Every jompus is a bompus. Every rempus is a chorpus. Every numpus is a quimpus. Every rempus is a vumpus. Polly is a vumpus. Every vumpus is a rorpus. Polly is a lempus. Tom is a brimpus. Every rempus is a lorpus. Every worpus is a boompus. Every hilpus is a quimpus. Every worpus is a wumpus. Every chorpus is a lorpus. Tom is a quimpus. Every brimpus is a numpus. Every scrompus is a timpus. Every worpus is a hilpus. Every boompus is a terpus. Every hilpus is a boompus. Every brimpus is a wumpus. Tom is a gwompus. Every lorpus is a gorpus. Every scrompus is a dumpus. Every jompus is a numpus. Tom is a jompus. Every bompus is a timpus. Every rempus is a gorpus. Every bompus is a worpus. Every gwompus is a numpus. Every lempus is a rempus. Every jompus is a fompus. Every hilpus is a gorpus. Every lorpus is a rorpus. Every wumpus is a scrompus. Every numpus is a hilpus. Every chorpus is a rorpus. Every hilpus is a timpus. Every jompus is a timpus. Is Tom a rorpus or terpus?,Tom is a terpus.,"[""Tom is a jompus."", ""Every jompus is a numpus."", ""Every numpus is a hilpus."", ""Every hilpus is a boompus."", ""Every boompus is a terpus.""]",5,1,20,train
Alex is a tumpus. Alex is a felpus. Every jelpus is a zhorpus. Every chorpus is a yerpus. Every chorpus is a fompus. Every felpus is a storpus. Every lempus is a quimpus. Every tumpus is a brimpus. Every felpus is a quimpus. Alex is a bompus. Every bompus is a brimpus. Every felpus is a brimpus. Every jelpus is a chorpus. Every tumpus is a kerpus. Every vumpus is a yerpus. Every bompus is a rompus. Every kerpus is a yimpus. Every chorpus is a zhorpus. Every numpus is a fompus. Sam is a yerpus. Every tumpus is a bompus. Every vumpus is a chorpus. Every yerpus is a jompus. Every jelpus is a jompus. Every bompus is a storpus. Every rompus is a gwompus. Every jelpus is a yerpus. Every impus is a dumpus. Every storpus is a quimpus. Every kerpus is a lempus. Sam is a impus. Sam is a fompus. Every impus is a vumpus. Alex is a brimpus. Every vumpus is a jelpus. Every brimpus is a lempus. Every felpus is a rompus. Sam is a dumpus. Every storpus is a rompus. Every bompus is a kerpus. Every quimpus is a gorpus. Every jompus is a numpus. Every brimpus is a kerpus. Every dumpus is a chorpus. Is Alex a gorpus or zhorpus?,Alex is a gorpus.,"[""Alex is a felpus."", ""Every felpus is a quimpus."", ""Every quimpus is a gorpus.""]",3,0,22,train
Every lorpus is a yerpus. Oliver is a lorpus. Every rorpus is a wumpus. Every jelpus is a gorpus. Every gorpus is a felpus. Every gorpus is a wumpus. Every jompus is a brimpus. Every jelpus is a rorpus. Every rorpus is a numpus. Every yerpus is a zumpus. Every lorpus is a chorpus. Every brimpus is a gwompus. Alex is a hilpus. Every worpus is a chorpus. Every sterpus is a rorpus. Every gorpus is a rorpus. Every zumpus is a bompus. Every hilpus is a jelpus. Every worpus is a bompus. Every worpus is a yerpus. Every yerpus is a gerpus. Every bompus is a jompus. Every yerpus is a brimpus. Every sterpus is a hilpus. Alex is a rorpus. Every chorpus is a zumpus. Every gorpus is a yimpus. Every zumpus is a boompus. Alex is a jelpus. Every sterpus is a jelpus. Every hilpus is a numpus. Every sterpus is a gorpus. Every lorpus is a worpus. Alex is a sterpus. Every chorpus is a bompus. Is Oliver a wumpus or boompus?,Oliver is a boompus.,"[""Oliver is a lorpus."", ""Every lorpus is a chorpus."", ""Every chorpus is a zumpus."", ""Every zumpus is a boompus.""]",4,0,16,train
